Episodio,Recompensa_Episodio,Pasos_Episodio,Pasos_Totales,Recompensa_Promedio_Movil,Metas_Alcanzadas_Episodio,Metas_Alcanzadas_Promedio_Movil,loss,policy_loss,value_loss,actor_loss,critic_loss,entropy_loss,alpha_loss,alpha,epsilon
769,-157.48525650811723,18,43483,-38.5369195678701,0,0.99,,,,,,,,,
770,-45.51311139136531,33,43516,-37.99195068178376,1,1.0,,,,,,,,,
771,882.869152034703,111,43627,-29.173052259785454,3,1.03,,,,,,,,,
772,-99.97092341639919,2,43629,-23.609755518356284,0,1.03,,,,,,,,,
773,-100.01,1,43630,-25.304501792643645,0,1.03,,,,,,,,,
774,-100.01,1,43631,-23.38305808516725,0,1.03,,,,,,,,,
775,145.8830954363031,29,43660,-27.85421211109893,0,0.99,,,,,,,,,
776,284.83446254826174,37,43697,-24.005767485616293,1,1.0,,,,,,,,,
777,-48.58380389207912,37,43734,-24.096621701249454,0,0.99,,,,,,,,,
778,-83.73621513339552,9,43743,-23.93388385258339,0,0.99,,,,,,,,,
779,-339.85249137953696,58,43801,-26.332308766378784,0,0.99,,,,,,,,,
780,354.2122480368226,62,43863,-20.446749041802182,2,1.01,,,,,,,,,
781,-337.21282270363434,43,43906,-21.172447081360616,0,1.01,,,,,,,,,
782,-846.8220704663344,155,44061,-32.453779327378385,3,1.03,,,,,,,,,
783,-104.37963950673091,9,44070,-32.568315005843374,0,1.03,,,,,,,,,
784,-100.01,1,44071,-32.85412957970213,0,1.03,,,,,,,,,
785,880.858516884686,121,44192,-23.045444410855296,2,1.05,,,,,,,,,
786,-100.01,1,44193,-23.04544441085527,0,1.05,,,,,,,,,
787,412.33340648303295,42,44235,-18.334939329226867,2,1.07,,,,,,,,,
788,-212.7225140010605,20,44255,-19.511474673307372,0,1.07,,,,,,,,,
789,-63.43568985701316,28,44283,-19.038221416624072,1,1.08,,,,,,,,,
790,477.9921880795845,91,44374,-13.258199535828211,2,1.1,,,,,,,,,
791,625.5394019299689,122,44496,-8.462118396620111,1,1.09,,,,,,,,,
792,-100.01,1,44497,-8.462118396620118,0,1.09,,,,,,,,,
793,-96.93405324329844,6,44503,-6.921976599160541,0,1.09,,,,,,,,,
794,-48.756479189685905,19,44522,-8.154977336182773,0,1.08,,,,,,,,,
795,-281.44683409129823,24,44546,-13.819415049179856,0,1.05,,,,,,,,,
796,-100.01,1,44547,-18.336312624114424,0,1.04,,,,,,,,,
797,-228.43972849218943,24,44571,-22.19979071981157,0,1.03,,,,,,,,,
798,-100.01,1,44572,-24.927903486905265,0,1.02,,,,,,,,,
799,333.18288052415335,76,44648,-19.59683278020004,1,1.03,,,,,,,,,
800,-100.01,1,44649,-19.027770623437135,0,1.03,,,,,,,,,
801,-172.21986651391097,47,44696,-20.43544886883009,0,1.03,,,,,,,,,
802,1476.914175406328,214,44910,-4.666207114766808,4,1.07,,,,,,,,,
803,-213.16350716587007,96,45006,-13.729890911724903,1,1.05,,,,,,,,,
804,-34.48973515351864,27,45033,-12.926842191599874,0,1.05,,,,,,,,,
805,-237.79111416465543,27,45060,-13.008885450689212,0,1.05,,,,,,,,,
806,-100.01,1,45061,-13.009276216525231,0,1.05,,,,,,,,,
807,-100.01,1,45062,-13.009276216525256,0,1.05,,,,,,,,,
808,-188.806858740194,23,45085,-13.482806269840962,0,1.05,,,,,,,,,
809,-100.01,1,45086,-15.294151347587816,0,1.05,,,,,,,,,
810,1790.3367540000816,191,45277,-0.33191057365965887,6,1.1,,,,,,,,,
811,958.5135577585554,58,45335,10.253325003925914,6,1.16,,,,,,,,,
812,-298.976858740194,17,45352,8.298836224955487,0,1.16,,,,,,,,,
813,318.2931059281999,33,45385,12.480310607239263,1,1.17,,,,,,,,,
814,75.34241819589884,24,45409,-9.83357042543924,1,1.12,,,,,,,,,
815,41.45374762236291,33,45442,189.15942596780653,1,1.13,,,,,,,,,
816,-100.01,1,45443,189.15942596780653,0,1.13,,,,,,,,,
817,422.9977290083906,43,45486,194.38950325789045,3,1.16,,,,,,,,,
818,5.487178831095392,37,45523,195.4444750462014,1,1.17,,,,,,,,,
819,611.6365615781925,130,45653,202.55768306436022,2,1.19,,,,,,,,,
820,-179.44721611005826,32,45685,203.1880459424709,0,1.19,,,,,,,,,
821,-247.43879911112253,21,45706,200.62523607234928,0,1.18,,,,,,,,,
822,-100.01,1,45707,200.12778307358977,0,1.17,,,,,,,,,
823,5825.008488764936,1608,47315,259.3764112842409,14,1.31,,,,,,,,,
824,-100.01,1,47316,254.99165410141245,0,1.3,,,,,,,,,
825,85.12456647723262,23,47339,256.8429997661848,0,1.3,,,,,,,,,
826,-287.9091505500343,19,47358,250.92590248901644,0,1.28,,,,,,,,,
827,-43.877221373447114,27,47385,240.4835722367058,1,1.25,,,,,,,,,
828,2340.78668848771,192,47577,261.5184110823109,6,1.3,,,,,,,,,
829,624.1634820406465,44,47621,255.35335171931374,2,1.23,,,,,,,,,
830,-110.92129418029018,7,47628,255.2442387775108,0,1.23,,,,,,,,,
831,54.28470579276332,22,47650,252.2633887183991,0,1.2,,,,,,,,,
832,-207.4063137084014,15,47665,249.65531422390217,0,1.18,,,,,,,,,
833,-61.761510131050805,18,47683,240.76602326685133,1,1.17,,,,,,,,,
834,372.99642068269964,35,47718,234.2660558580901,3,1.16,,,,,,,,,
835,-100.01,1,47719,232.8456960065638,0,1.15,,,,,,,,,
836,643.9389664442539,26,47745,240.28518567100633,4,1.19,,,,,,,,,
837,41.85297348192232,65,47810,243.14925401293246,0,1.19,,,,,,,,,
838,-58.590029859379435,84,47894,241.6723578496714,0,1.19,,,,,,,,,
839,-318.32507967341417,18,47912,213.8857488814547,0,1.13,,,,,,,,,
840,-100.01,1,47913,214.03256159245043,0,1.13,,,,,,,,,
841,362.5059892858554,34,47947,214.6454166821859,3,1.15,,,,,,,,,
842,-100.01,1,47948,212.6239968305988,0,1.14,,,,,,,,,
843,-24.470964182749142,33,47981,213.3793871887713,1,1.15,,,,,,,,,
844,568.7082380663979,79,48060,220.06656956943527,0,1.15,,,,,,,,,
845,-100.01,1,48061,211.8322421006411,0,1.12,,,,,,,,,
846,-100.01,1,48062,211.00320872598712,0,1.12,,,,,,,,,
847,487.92436601602435,38,48100,218.5108703921016,2,1.14,,,,,,,,,
848,-100.01,1,48101,215.59155021647712,0,1.13,,,,,,,,,
849,-250.75873085699993,23,48124,214.15992803319207,0,1.13,,,,,,,,,
850,-297.0713219632554,18,48142,212.18890312885745,0,1.13,,,,,,,,,
851,-100.01,1,48143,203.07571497127046,0,1.11,,,,,,,,,
852,157.47503128957868,30,48173,204.75839240116184,0,1.1,,,,,,,,,
853,444.1896730184577,47,48220,205.64536927262142,2,1.1,,,,,,,,,
854,583.8334546744561,64,48284,213.90934405032505,2,1.12,,,,,,,,,
855,-74.00199022141275,36,48320,212.32266780215988,1,1.11,,,,,,,,,
856,-837.3938527525073,63,48383,204.1308769548399,0,1.1,,,,,,,,,
857,-100.01,1,48384,202.55290724108858,0,1.1,,,,,,,,,
858,201.09631013475683,68,48452,205.5639703424362,1,1.11,,,,,,,,,
859,-136.20114272775476,20,48472,187.0192429108756,1,1.05,,,,,,,,,
860,-133.09063361414968,23,48495,186.073386121896,0,1.05,,,,,,,,,
861,-114.79468104927933,2,48497,184.272615628455,0,1.05,,,,,,,,,
862,-264.76372457454926,20,48517,177.82541863268008,0,1.03,,,,,,,,,
863,-19896.354494446787,2000,50517,-20.138026311787797,0,1.03,,,,,,,,,
864,-3.4300891250997836,34,50551,-74.10583955009973,0,0.89,,,,,,,,,
865,1062.3327021320545,92,50643,-62.48241252877918,3,0.92,,,,,,,,,
866,-606.6542360664491,84,50727,-65.47390954830801,0,0.92,,,,,,,,,
867,45.78923446398504,42,50769,-64.01591720366817,1,0.93,,,,,,,,,
868,177.66784488379642,38,50807,-63.17262333604523,1,0.94,,,,,,,,,
869,26.057440421247378,58,50865,-61.337196366751584,1,0.95,,,,,,,,,
870,-100.01,1,50866,-61.88216525283794,0,0.94,,,,,,,,,
871,143.28493762044263,75,50941,-69.27800739698054,2,0.93,,,,,,,,,
872,-193.4738039086737,8,50949,-70.21303620190326,0,0.93,,,,,,,,,
873,-208.55694839337053,12,50961,-71.29850568583699,0,0.93,,,,,,,,,
874,-100.01,1,50962,-71.29850568583699,0,0.93,,,,,,,,,
875,200.381750920809,28,50990,-70.75351913099193,1,0.94,,,,,,,,,
876,511.22515431703005,78,51068,-68.48961221330424,2,0.95,,,,,,,,,
877,-61.970209123740545,42,51110,-68.62347626562085,0,0.95,,,,,,,,,
878,-200.25241286382249,62,51172,-69.78863824292513,0,0.95,,,,,,,,,
879,59.06705868914473,34,51206,-65.79944274223831,0,0.95,,,,,,,,,
880,-187.3335039211267,20,51226,-71.21490026181782,0,0.93,,,,,,,,,
881,-243.6334762440419,45,51271,-70.2791067972219,0,0.93,,,,,,,,,
882,-285.84967966617916,23,51294,-64.66938288922033,0,0.9,,,,,,,,,
883,1646.969666297334,282,51576,-47.1558898311797,4,0.94,,,,,,,,,
884,-234.60517679280508,34,51610,-48.50184159910776,0,0.94,,,,,,,,,
885,577.2250674124526,57,51667,-51.538176093830096,3,0.95,,,,,,,,,
886,-57.37589146073293,13,51680,-51.11183500843742,0,0.95,,,,,,,,,
887,-325.50863981149666,20,51700,-58.49025547138272,0,0.93,,,,,,,,,
888,210.8039178470408,73,51773,-54.2549911529017,1,0.94,,,,,,,,,
889,569.6003693950435,38,51811,-47.924630560381146,2,0.95,,,,,,,,,
890,-14979.331710150953,2000,53811,-202.4978695426865,4,0.97,,,,,,,,,
891,-100.01,1,53812,-209.7533635619862,0,0.96,,,,,,,,,
892,-100.01,1,53813,-209.75336356198616,0,0.96,,,,,,,,,
893,-100.01,1,53814,-209.78412302955314,0,0.96,,,,,,,,,
894,333.19741127152116,62,53876,-205.96458412494104,2,0.98,,,,,,,,,
895,234.97511298891817,66,53942,-200.80036465413895,2,1.0,,,,,,,,,
896,-99.97009115756241,2,53944,-200.7999655657146,0,1.0,,,,,,,,,
897,-125.71651004223587,7,53951,-199.77273338121503,0,1.0,,,,,,,,,
898,-100.01,1,53952,-199.77273338121503,0,1.0,,,,,,,,,
899,62.018029709618006,54,54006,-202.48438188936038,1,1.0,,,,,,,,,
900,366.02897729101124,28,54034,-197.82399211645026,1,1.01,,,,,,,,,
901,360.9149483164888,104,54138,-192.4926439681463,1,1.02,,,,,,,,,
902,546.1626396484254,139,54277,-201.80015932572533,1,0.99,,,,,,,,,
903,-74.8526753705318,427,54704,-200.41705100777196,6,1.04,,,,,,,,,
904,-102.85964566783827,29,54733,-201.10075011291516,0,1.04,,,,,,,,,
905,-100.01,1,54734,-199.72293897126855,0,1.04,,,,,,,,,
906,199.2613597321112,93,54827,-196.73022537394746,1,1.05,,,,,,,,,
907,-12099.05830040111,1631,56458,-316.7207083779586,3,1.08,,,,,,,,,
908,-54.56129508777653,22,56480,-315.3782527414344,1,1.09,,,,,,,,,
909,-24.957673957159543,17,56497,-314.62772948100604,0,1.09,,,,,,,,,
910,168.1568665839651,22,56519,-330.8495283551672,1,1.04,,,,,,,,,
911,373.15837989871613,41,56560,-336.70308013376547,1,0.99,,,,,,,,,
912,-48.277346648145645,27,56587,-334.196085012845,1,1.0,,,,,,,,,
913,116.61264573633433,66,56653,-336.2128896147637,1,1.0,,,,,,,,,
914,-295.5729044888018,17,56670,-339.9220428416107,0,0.99,,,,,,,,,
915,257.3343780501479,31,56701,-337.76323653733294,2,1.0,,,,,,,,,
916,-100.01,1,56702,-337.76323653733294,0,1.0,,,,,,,,,
917,1078.9177983652287,143,56845,-331.2040358437646,3,1.0,,,,,,,,,
918,-100.01,1,56846,-332.25900763207557,0,0.99,,,,,,,,,
919,-100.20219305425402,29,56875,-339.37739517840004,0,0.97,,,,,,,,,
920,-92.92708296787018,8,56883,-338.51219384697816,0,0.97,,,,,,,,,
921,209.42067599868432,57,56940,-333.9435990958801,1,0.98,,,,,,,,,
922,-272.63537693301396,41,56981,-335.6698528652102,0,0.98,,,,,,,,,
923,-632.5572598269054,93,57074,-400.2455103511286,0,0.84,,,,,,,,,
924,-100.01,1,57075,-400.24551035112853,0,0.84,,,,,,,,,
925,-100.01,1,57076,-402.0968560159009,0,0.84,,,,,,,,,
926,-119.78315182728534,25,57101,-400.41559602867346,0,0.84,,,,,,,,,
927,-100.01,1,57102,-400.9769238149389,0,0.83,,,,,,,,,
928,-274.161191994653,16,57118,-427.1264026197626,0,0.77,,,,,,,,,
929,76.08625133084585,32,57150,-432.6071749268605,1,0.76,,,,,,,,,
930,-571.8916491494435,40,57190,-437.2168784765521,0,0.76,,,,,,,,,
931,-325.50863981149666,20,57210,-441.0148119325946,0,0.76,,,,,,,,,
932,45.37894621759453,28,57238,-438.48695933333465,0,0.76,,,,,,,,,
933,-234.34372442083554,24,57262,-440.21278147623246,0,0.75,,,,,,,,,
934,-45.02487672531851,32,57294,-444.39299445031264,1,0.73,,,,,,,,,
935,-229.58678825572161,17,57311,-445.6887623328698,0,0.73,,,,,,,,,
936,-135.64298336206377,42,57353,-453.484581830933,0,0.69,,,,,,,,,
937,642.7321263624855,93,57446,-447.47579030212745,1,0.7,,,,,,,,,
938,-100.01,1,57447,-447.8899900035336,0,0.7,,,,,,,,,
939,417.69195533378,37,57484,-440.5298196534617,3,0.73,,,,,,,,,
940,2542.7631379106183,172,57656,-414.10208827435554,10,0.83,,,,,,,,,
941,-605.1557347940105,71,57727,-423.7787055151541,0,0.8,,,,,,,,,
942,-100.01,1,57728,-423.7787055151541,0,0.8,,,,,,,,,
943,172.13631992202698,45,57773,-421.81263267410634,1,0.8,,,,,,,,,
944,-174.29184530497594,57,57830,-429.24263350782013,2,0.82,,,,,,,,,
945,-99.85424885908326,3,57833,-429.2410759964109,0,0.82,,,,,,,,,
946,996.8411259642651,93,57926,-418.27256473676823,2,0.84,,,,,,,,,
947,-100.01,1,57927,-424.1519083969285,0,0.82,,,,,,,,,
948,-277.94738314705694,19,57946,-425.9312822283991,0,0.82,,,,,,,,,
949,1655.0643574435787,198,58144,-406.87305134539326,4,0.86,,,,,,,,,
950,-114.79493464176718,2,58146,-405.0502874721784,0,0.86,,,,,,,,,
951,-294.65147414053763,12,58158,-406.99670221358383,0,0.86,,,,,,,,,
952,742.2878087389391,57,58215,-401.14857443909017,3,0.89,,,,,,,,,
953,-290.60250162162265,23,58238,-408.49649618549097,0,0.87,,,,,,,,,
954,-294.1708575192209,14,58252,-417.27653930742775,0,0.85,,,,,,,,,
955,352.72482149701136,62,58314,-413.0092711902436,3,0.87,,,,,,,,,
956,-100.01,1,58315,-405.63543266271853,0,0.87,,,,,,,,,
957,358.9741861587688,55,58370,-401.0455908011309,3,0.9,,,,,,,,,
958,189.35445291693998,88,58458,-401.16300937330897,0,0.89,,,,,,,,,
959,-33.24126331553646,40,58498,-400.1334105791869,1,0.89,,,,,,,,,
960,289.71390466169976,37,58535,-395.9053651964283,0,0.89,,,,,,,,,
961,862.4364848756535,82,58617,-386.133053537179,3,0.92,,,,,,,,,
962,-284.4563237933742,21,58638,-386.3299795293673,0,0.92,,,,,,,,,
963,1148.9624992685044,77,58715,-175.87680959221433,2,0.94,,,,,,,,,
964,1822.7136871000691,177,58892,-157.61537182996264,4,0.98,,,,,,,,,
965,-676.794221279286,60,58952,-175.00664106407606,0,0.95,,,,,,,,,
966,1055.2906618593672,156,59108,-158.3871920848179,2,0.97,,,,,,,,,
967,1303.2001697588773,118,59226,-145.813082731869,7,1.03,,,,,,,,,
968,4690.733709644631,1010,60236,-100.68242408426063,16,1.18,,,,,,,,,
969,-100.01,1,60237,-101.9430984884731,0,1.17,,,,,,,,,
970,-100.01,1,60238,-101.94309848847311,0,1.17,,,,,,,,,
971,-837.3938527525073,63,60301,-111.74988639220263,0,1.15,,,,,,,,,
972,-100.01,1,60302,-110.81524835311588,0,1.15,,,,,,,,,
973,-100.01,1,60303,-109.72977886918217,0,1.15,,,,,,,,,
974,-100.01,1,60304,-109.7297788691822,0,1.15,,,,,,,,,
975,-237.99905399829402,39,60343,-114.11358691837324,1,1.15,,,,,,,,,
976,-100.01,1,60344,-120.22593846154352,0,1.13,,,,,,,,,
977,-92.69016265027952,9,60353,-120.53313799680893,0,1.13,,,,,,,,,
978,414.28874892706597,42,60395,-114.38772637890004,1,1.14,,,,,,,,,
979,-100.01,1,60396,-115.97849696579152,0,1.14,,,,,,,,,
980,1164.6568843317073,175,60571,-102.45859308326317,1,1.15,,,,,,,,,
981,-390.39989370622635,30,60601,-103.92625725788498,0,1.15,,,,,,,,,
982,-100.01,1,60602,-102.06786046122323,0,1.15,,,,,,,,,
983,-240.7344379447536,13,60615,-120.9449015036441,0,1.11,,,,,,,,,
984,287.1695010838897,68,60683,-115.72715472487717,1,1.12,,,,,,,,,
985,-100.01,1,60684,-122.49950539900168,0,1.09,,,,,,,,,
986,195.99263563155523,58,60742,-119.96582012807878,3,1.12,,,,,,,,,
987,-296.24389506510266,39,60781,-119.67317268061487,0,1.12,,,,,,,,,
988,2275.537368823803,171,60952,-99.02583817084724,6,1.17,,,,,,,,,
989,-18588.766401818233,2000,62952,-290.60950588298,2,1.17,,,,,,,,,
990,-47.70481285697362,28,62980,-141.29323691004018,1,1.14,,,,,,,,,
991,-100.01,1,62981,-141.2932369100402,0,1.14,,,,,,,,,
992,-100.01,1,62982,-141.29323691004018,0,1.14,,,,,,,,,
993,263.8696768513263,79,63061,-137.65444014152692,1,1.15,,,,,,,,,
994,-100.01,1,63062,-141.98651425424217,0,1.13,,,,,,,,,
995,-101.35518074332957,24,63086,-145.34981719156463,0,1.11,,,,,,,,,
996,-100.01,1,63087,-145.350216279989,0,1.11,,,,,,,,,
997,-10.370137265438075,42,63129,-144.196752552221,1,1.12,,,,,,,,,
998,-100.01,1,63130,-144.19675255222103,0,1.12,,,,,,,,,
999,226.7997370018163,24,63154,-142.54893547929902,1,1.12,,,,,,,,,
1000,233.28178491995965,69,63223,-143.87640740300955,1,1.12,,,,,,,,,
